global_index,file_name,chunk_index,MBSTOI,STOI (L),STOI (R),ESTOI (L),ESTOI (R),PESQ (L),PESQ (R),PESQ-NB (L),PESQ-NB (R),SegSNR (L),SegSNR (R),fwSegSNR (L),fwSegSNR (R),SI-SDR (L),SI-SDR (R),SDR (L),SDR (R),ISR (L),ISR (R),SAR (L),SAR (R),HASPI (L),HASPI (R)
11,D1_S1_M01,3,0.2946336985508758,0.29225810071970776,0.29863967867483665,0.1798951955339728,0.19297524299775465,1.1358493566513062,1.1302366256713867,1.9655873775482178,1.9252262115478516,-1.1395226211227614,-0.9038065604419435,8.87595427260494,8.663881492741947,-18.799896347468827,-17.188841731006818,-0.1420378295866222,-0.016333691905152728,0.2911304936901953,0.3203152367761916,-9.80827262472186,-10.005944780246814,0.110566449485786,0.1310262109567473
12,D1_S1_M01,4,0.3124128911736678,0.5026921638970528,0.5132061057022586,0.1996408880247586,0.1666234957401656,1.1778295040130615,1.1350044012069702,1.9785820245742798,1.7474257946014404,-1.4183295976366743,-0.9832345659623305,8.87253326225178,7.963655023154418,-24.26774701377958,-13.382023422431065,-0.14728903018620051,0.19439199010354377,0.08086933792408532,0.39533562099717673,-6.136338274356423,-9.224773911826365,0.3588263649785198,0.28562690979001715
13,D1_S1_M01,5,0.3839466160634833,0.4595972844693402,0.4297705032655803,0.296406700070952,0.23970312149120737,1.1313552856445312,1.0826680660247803,1.7581169605255127,1.7427127361297607,-0.6158137007997188,-0.5081357437599944,7.631446005930019,7.113217421264025,-13.02072008791539,-13.141408918960265,0.20798737684603966,0.19484047405675883,0.33488788417975723,0.29406218853171373,-4.899447265490549,-5.5559449344408325,0.9545366942939935,0.7767536136829587
14,D1_S1_M01,6,0.3851709193726122,0.5343648973702194,0.44479244774526927,0.38426686521302345,0.31778707434859094,1.2365280389785767,1.1300185918807983,1.9698928594589233,1.6442077159881592,-0.5692341940896006,-0.38713335621852013,7.606094107442544,6.800595589310786,-7.300561835945834,-6.755952329607372,0.47468669665176627,0.4174146231136839,0.5493051002111756,0.47136396368649336,-1.0571092914916278,-2.9499708404814893,0.8329758932335058,0.3076297380114059
15,D1_S1_M01,7,0.20166527554963098,0.43198767254336595,0.344115409768496,0.1404312322393025,0.11139635151297728,1.2895030975341797,1.2262156009674072,2.2443251609802246,2.06093692779541,-1.1591175329340175,-0.724501288366615,9.769379902164895,8.819118981176215,-25.135429692730952,-13.874804784346715,-0.34346439662161415,0.17355762539834177,-0.1917516840161243,0.29745303592083217,-2.9233561091801215,-5.805279655607789,0.1956758464493607,0.15786489135302992
16,D1_S1_M01,8,0.176228843284094,0.3517323663211427,0.16600773261383936,0.2739931915177244,0.15638767957022134,1.1783990859985352,1.2627055644989014,1.8878287076950073,1.9458425045013428,-1.7865887314296889,-1.356934648155841,9.226763848558674,9.233696223773245,-27.524506129189433,-23.6943148332105,-0.4929865549754703,-0.31668834307925464,0.07139719292298216,0.15953896561141737,-9.158219715947885,-10.793253548703806,0.19100145639629384,0.636583127463731
17,D1_S1_M01,9,0.44697154181797183,0.5503085677181195,0.5564207094943421,0.335872195369688,0.3350974698718884,1.1351885795593262,1.1023460626602173,1.611046552658081,1.5116279125213623,-1.2408902809646651,-0.9987274432120631,6.157088648720427,5.549680113602373,-23.66157907048543,-20.60334907820113,-0.0914363164310952,0.0036282560890632362,0.04875690498907615,0.09791657248228511,-2.4770241975863563,-2.761529279400015,0.7017063658747437,0.6609403598839585
18,D1_S1_M01,10,0.3416237560036512,0.42071085317291224,0.40333874965181044,0.25774620263293985,0.2637452676396644,1.1031379699707031,1.0880951881408691,1.7542742490768433,1.6389257907867432,-1.9591574948450643,-1.6971052447350954,5.615967373547418,5.197804276606318,-19.67268363863469,-21.09950649515037,-0.06084709496971455,-0.03874800158316192,0.1609881675141338,0.12286902931946478,-4.612225294728062,-5.591167106951717,0.9822113080225238,0.94623482689421
19,D1_S1_M01,11,0.2514021589198296,0.336667211511212,0.35164668634385815,0.21140021980260265,0.21255946937766643,1.0857266187667847,1.0434764623641968,1.4968650341033936,1.2707313299179077,-2.084714724559986,-1.8949569833827733,5.9173670032504395,5.95632802397976,-25.2548595743824,-33.95176263326838,-0.22955608848506182,-0.31512188785138956,0.05915063900102536,-0.10364454073623683,-5.638071627938963,-5.647734446707834,0.559071760011317,0.38892013854819724
20,D1_S1_M01,12,0.3967648923016235,0.4701306946770907,0.46793522244461416,0.2860663498042647,0.27262724715338627,1.0872963666915894,1.0775820016860962,1.6026288270950317,1.4955490827560425,-2.0427559080368995,-1.6032549034272647,5.883778960218838,5.542725431507713,-35.519189224870495,-39.50453770990617,-0.28028151705632565,-0.155720492051799,-0.1097980790183451,-0.03230866176159979,-3.704357135464308,-3.932147090193312,0.7168082035368908,0.4973436212327784
21,D1_S1_M01,13,0.33991768332824346,0.40257220194192606,0.4115826677571439,0.22698566338830323,0.2308917140346137,1.062880277633667,1.0617694854736328,1.1745315790176392,1.3541795015335083,-1.9777991035895903,-1.7078819739746987,5.1748593649569,5.008797442097023,-34.75859082694237,-38.14250906961395,-0.2597647702631255,-0.24794336439895642,-0.01849749035133222,-0.07028032472318078,-6.113637720601032,-6.0204080563120606,0.711981318774989,0.594822945366341
22,D1_S1_M01,14,0.28029559582959335,0.3300246530140355,0.3303879762497606,0.2229281252642126,0.23062365497276793,1.1384711265563965,1.1541285514831543,1.902343988418579,1.953740119934082,-2.876820965416751,-2.499304780858943,6.782799184961956,6.765684551100078,-27.509767316508675,-41.68912322410663,-0.5167584806030352,-0.33462858495670655,-0.18619684071395856,-0.07892372080388421,-6.80700274116192,-6.504146122325599,0.5531925041764366,0.7192212996004729
23,D1_S1_M02,1,0.38689446450258314,0.45062996118913423,0.4517857013784768,0.32973570526660234,0.31453830561180485,1.118964672088623,1.1112427711486816,1.870667815208435,1.8734087944030762,-0.4545674221648304,-0.34331934679462983,6.806081798915696,6.544909147131279,-33.18458547711929,-32.84543332393119,-0.0932935066431729,-0.07030205290551653,-0.008140784530139104,-0.004348349670846833,-3.25986273014883,-2.8467446722471657,0.814904950810262,0.6670698104694931
24,D1_S1_M02,2,0.26488760659103094,0.34045735220562673,0.30239523939399304,0.13076761990545704,0.14997573978108822,1.1374434232711792,1.0572001934051514,1.3435389995574951,1.8543295860290527,-2.3758495118484686,-1.8537713726803011,9.390105622879785,9.163733654437562,-25.604007034099432,-28.120429135871706,-0.6393736954294424,-0.4264948467102623,-0.2265047842851445,-0.12695346169897867,-7.925123013667714,-10.001713585327073,0.8710375233762975,0.40858851952951514
25,D1_S1_M02,3,0.2988038241684779,0.3135525710356597,0.3304717044507374,0.20537320361269001,0.22539175314988247,1.0946310758590698,1.1167683601379395,1.545214056968689,1.7781646251678467,-1.1330914965440373,-0.9095735419253311,7.608401639248106,7.4948625970157385,-22.874771970774624,-21.883992537865353,-0.2730070863105185,-0.2391125831974864,-0.15390871599341233,-0.14640886473943393,-5.3380050315711625,-5.116301687883515,0.25713727121453106,0.2812846999465649
26,D1_S1_M02,4,0.3242752339987642,0.42439974869231406,0.4355800662928826,0.24958497480283304,0.2568898982922546,1.0815496444702148,1.0876679420471191,1.4727632999420166,1.4791755676269531,-1.1481512849075421,-0.9473254168773334,5.4094218325189,5.344634749825755,-22.409112083621274,-28.011023195900584,-0.10399956403561536,-0.13508519178148165,0.11965410021130272,0.0332053575939537,-6.942216068164507,-5.928842852844318,0.4996195206197717,0.2682592098861133
27,D1_S1_M02,5,0.3145899891017647,0.4051346664417716,0.39329524636597135,0.25307285205655045,0.2290263844487497,1.1135587692260742,1.2421748638153076,1.7787284851074219,1.565439224243164,-2.6379452255046547,-2.1190392309870445,6.718654065714973,6.324179006822747,-25.799094411043594,-36.58253985810361,-0.42128775935253704,-0.25984551083518886,-0.16301737955023501,-0.06598066298357667,-7.873287883139241,-7.430463847317909,0.8807738240952036,0.9447198713193996
28,D1_S1_M02,6,0.3502788184959343,0.4667517111459541,0.46396004789757,0.26734128306582705,0.2642883864474368,1.0994014739990234,1.0834447145462036,1.307531714439392,1.4170148372650146,-1.697217771587814,-1.318506027063328,5.984884270530733,5.373836007426396,-48.789836127216226,-46.68119088116168,-0.21655599194535619,-0.14977060633509673,-0.029868961497304745,-0.027257691686165073,-9.227937914003254,-7.9627060717995946,0.6730552381165182,0.5858594631563899
29,D1_S1_M02,7,0.27646241505320585,0.37448588134679994,0.30291199285992776,0.2231428603535142,0.20880564477727112,1.0852539539337158,1.0959116220474243,1.5336511135101318,1.5010350942611694,-0.8656265269474087,-0.7255626873480205,6.570136046618404,6.048454309439383,-31.615229401640516,-40.253566104619686,-0.3168162752124703,-0.16840380789226095,-0.10933219017229184,-0.02046796284068743,-6.083392476065496,-5.982826994405224,0.7580516484821438,0.09341263600775297
30,D1_S1_M03,1,0.04559879809748234,0.22155739093463003,0.042276223863480664,0.1477275268381586,0.1448433626301662,1.1794624328613281,1.196692705154419,2.0242350101470947,1.9672412872314453,-1.3083871492292793,-0.8636676554233139,8.681315841626162,8.717897542539308,-24.37326252825781,-30.102402898861186,-0.8865327206349924,-0.37876353043011934,-0.33976776871071257,0.03574117456907747,-6.734152086810958,-8.927229363574131,0.09316042707135774,0.09509871441850531
31,D1_S1_M03,2,0.4111431396358186,0.4579103000873353,0.4634312560128045,0.3122565778399519,0.3205802032287442,1.109369158744812,1.2397416830062866,1.6393983364105225,1.792891263961792,-0.869477958737629,-0.7350957314074824,7.636465923928142,7.54750802111477,-30.409163020458504,-35.36498132706507,-0.20969231432975824,-0.15252520354891824,-0.09345612016313004,-0.05876984006737987,-4.412210948739047,-4.564409286213041,0.7933823526038366,0.9290111176657095
32,D1_S1_M03,3,0.257993234340976,0.3253357557580516,0.3799966913512209,0.1566898174909968,0.11101316798342137,1.3438175916671753,1.3763480186462402,2.1012208461761475,2.1923601627349854,-2.2605890537511524,-1.66572987856334,9.503348488954352,9.194198360418737,-21.45359446210926,-25.39495862142622,-0.8514541329656476,-1.0021360590978894,0.2875149074700544,-0.3056745079900411,-9.727517056416993,-8.961401619786306,0.9234410187625114,0.9856283652615377
33,D1_S1_M03,4,0.3114848662741549,0.3296677607539918,0.35518181930378256,0.21009723681716025,0.2216101342884045,1.157991647720337,1.1432554721832275,1.734084963798523,1.5524609088897705,-1.3774991031544983,-1.0434732304649421,7.048672072717646,6.732370661361132,-44.109234146199476,-25.87898126547909,-0.4194496701226047,-0.3940975895022017,-0.13324267288111186,-0.18588776444574076,-4.110104940191817,-4.748375198930184,0.27482546626933024,0.3516381706043754
34,D1_S1_M03,5,0.27515732898856904,0.39711508661344325,0.4303782843130349,0.2038942073460091,0.2374536300975522,1.1043058633804321,1.1249918937683105,1.3467981815338135,1.4421249628067017,-2.9065850317601987,-2.53097366398952,6.542999735472497,6.426619219696775,-23.134908184222578,-21.707199071361003,-0.4438168518536972,-0.39720055587195374,-0.22202083747133844,-0.24038792151596558,-5.51445066655133,-3.3669901060768064,0.9596594889007104,0.6983126356514029
35,D1_S1_M03,6,0.37736116972702743,0.502868869512157,0.46620314022665316,0.22682667439750587,0.20976478981297594,1.1162101030349731,1.1120034456253052,1.7267522811889648,1.6080299615859985,-3.0466758024684686,-2.636530254293122,6.395006060720395,5.961264895642476,-20.97047170059114,-22.200814939179754,-0.4359760325870694,-0.30342439332378573,-0.2824874913454154,-0.19503754707566986,-2.215759913794346,-2.5815752626612865,0.8930001392235537,0.9821010731301806
36,D1_S1_M03,7,0.35692336569955,0.44263878497319287,0.4304735217218239,0.2343060812928354,0.22889406771350526,1.105946660041809,1.0819814205169678,1.5428022146224976,1.3488421440124512,-1.8716024644240896,-1.6032897276548903,6.215759869785597,5.865505870912443,-34.607441047395454,-28.922282156345787,-0.22346333408050417,-0.18000440959129038,-0.0899801531485994,-0.0915793654043282,-3.87717133590424,-3.7152272720707344,0.6432379529455671,0.586726992232674
37,D1_S1_M03,8,0.3046759262317231,0.4157888395217349,0.41945027747640196,0.23293740456886913,0.24483838297260205,1.1115320920944214,1.11991548538208,1.6802932024002075,1.8152741193771362,-3.444471367322164,-2.9448306366030157,7.223873629527898,7.092254034928118,-20.450629439894676,-22.24540578959168,-0.4531679766023349,-0.33322263177147504,-0.2682650849559746,-0.203749679960402,-4.5050425430002115,-3.3048846596357366,0.9933708262661878,0.9177111135201264
38,D1_S1_M03,9,0.20986379695328614,0.3004810835413339,0.4441814645142602,0.24104643489126015,0.35767934571098814,1.0722347497940063,1.1610969305038452,1.5915353298187256,1.8679248094558716,-1.6643016847824552,-1.7357160387495154,4.857869130182195,5.521416850121899,-31.247815645097642,-20.704536214593592,-0.25680740924191253,-0.3792631209426297,-0.07872943366302323,-0.2373469757039191,-8.376482553956766,-3.674664644474446,0.9527469519507423,0.9953871261427764
39,D1_S1_M03,10,0.2808145999211849,0.3390632569416884,0.4282943916692479,0.2391569851681759,0.3511607874225803,1.0937539339065552,1.1207263469696045,1.164102554321289,1.4810056686401367,-3.810542399528592,-3.24579717354071,7.102945955868406,7.588107475552854,-58.488595425814864,-31.76293502317855,-0.5268664131682749,-0.35719245237233715,-0.06076194474275042,-0.001806103009786007,-9.38488805494008,-7.026590528272667,0.9644708856517268,0.9821904156358113
40,D1_S1_M03,11,0.07669426181118111,0.13937074945339037,0.09078916918332232,0.05588898015883802,0.01469278743078992,1.1697169542312622,1.1498273611068726,1.2922037839889526,1.3855931758880615,-3.1773239828590616,-2.6759394144786808,7.286727057785395,7.163149623248958,-35.35495546865261,-40.15861009782179,-1.3238475026043297,-0.9545575742718099,-0.27438090651287506,-0.17302605207743985,-8.06977756918558,-8.19370538028015,0.04708957853264878,0.36114660786382424
41,D1_S1_M04,1,0.3730185798176385,0.5568952803724427,0.4996629675632162,0.41783774182580985,0.35312357117949195,1.1997007131576538,1.125111699104309,2.0312256813049316,1.9074090719223022,-0.7687610349370351,-0.4929469240345359,7.172692178924937,6.760573506960444,-37.31093502105153,-32.86731600594205,-0.16570289192518836,-0.06740047232564535,-0.07828596928193063,0.00357867579561138,-1.9632866502076394,-4.393574167428404,0.945433083244319,0.7133938474251238
42,D1_S1_M04,2,0.34804422927128315,0.5252986710447657,0.463125669768918,0.3127492483898227,0.2489254226671301,1.3138484954833984,1.1559240818023682,2.1061205863952637,2.004545211791992,-1.1718059083402754,-0.7353626166230907,8.690380955483711,8.154221030781764,-30.936285263421293,-25.405469215955037,-0.08929279299596547,-0.1304777408660939,-0.018480362282759694,-0.08528661830028662,-0.650330758317565,-2.5019961413720146,0.628162847883522,0.6014972458533372
43,D1_S1_M04,3,0.26067927958605003,0.4558108337088255,0.374546533720784,0.3197857515692464,0.2567415984141087,1.1207835674285889,1.0793702602386475,1.653766393661499,1.5140423774719238,-0.4429666449333169,-0.35758701242243246,6.4092590249598445,5.280425664503986,-29.154854883769026,-45.5031514130981,-0.06837409349498003,-0.07808454654111113,0.008937470296828518,-0.023754827014098187,-2.7680921950230273,-4.884678065535358,0.7441244959013937,0.6278813979421702
44,D1_S1_M04,4,0.31470739386652674,0.3634877963445675,0.3835116611404324,0.2901542975039849,0.2709385427988427,1.1227500438690186,1.123785138130188,1.6599717140197754,1.6740812063217163,-0.39404059621488036,-0.3256881467395138,6.792131826063422,6.482236170649153,-21.032087178633184,-18.31298147497757,-0.20339219464893463,-0.1958925217590195,-0.1375014890996434,-0.1539898463365538,-4.171717031931321,-2.40662486338758,0.7832830448138582,0.5972295351760415
45,D1_S1_M04,5,0.3399509838382504,0.41905680145542157,0.3873782268452412,0.23070869656751666,0.17112498606009222,1.2672553062438965,1.1860575675964355,2.0481204986572266,1.7684165239334106,-0.9835203794447696,-0.7201766375406606,8.583291293900984,8.31587124189968,-25.786418816933736,-28.217964535679272,-0.290093873098243,-0.1836595083387997,-0.13687067861210805,-0.08107876328667578,-5.77400432009973,-6.501332999890279,0.830596645352712,0.6714484448876343
46,D1_S1_M04,6,0.37667469287913335,0.46771880183732445,0.4836691633922797,0.30757359495932823,0.2905655818050646,1.0994105339050293,1.0986100435256958,1.4861990213394165,1.4619299173355103,-1.5545944734605044,-1.196278561220387,4.7191110439180814,4.753308599963981,-22.818788023630635,-26.577509343749966,-0.10545584553685974,-0.12010562757603307,0.05782697819649134,-0.0025614957153806146,-2.3410069346776052,-1.1081521123288591,0.9805029947974091,0.9417536224451174
47,D1_S1_M04,7,0.3471453219323806,0.4511550220451666,0.547600915831662,0.2610347752841779,0.4000651710849288,1.1719539165496826,1.2596180438995361,1.6782445907592773,1.9234448671340942,-1.8064059014766731,-1.4663748622797161,7.091189141858195,7.349505433417172,-24.16968549393816,-21.272815804502994,-0.1450344180733868,-0.06659350756271969,0.08504510326272655,0.11230540365752442,-6.393156203639338,-4.278966738919666,0.8362355436405706,0.912169434077575
48,D1_S1_M04,8,0.1703806884787311,0.1460767794681269,0.32287209233787173,0.07822582540696653,0.20176344236792046,1.0619885921478271,1.05640709400177,0.27753230929374695,0.3606427311897278,-4.4342861444641635,-2.9659009128835705,7.203188008799606,7.8691698850547,-48.12096990889096,-26.561581993419665,-2.026682329416834,-0.8573197014729736,-0.20484195428347318,-0.2529232318922854,-11.114249175578303,-8.9181320563717,0.46257758506015806,0.549148901226464
49,D1_S1_M05,1,0.5372888771902083,0.5641879780370795,0.5386418589247938,0.24573286643634057,0.1997892120132353,1.1445709466934204,1.0882092714309692,2.3541994094848633,2.2466840744018555,-1.1293433783266371,-0.8264555405216018,8.585665453612831,7.844016296657126,-40.28901383714684,-38.52011332878132,-0.13333347993525774,-0.13355681962240065,-0.03893856779732961,-0.055441887926976505,-2.4492785631935203,-3.1360839742697433,0.9867635007960839,0.9701037650599058
50,D1_S1_M05,2,0.27496047126846235,0.5879765131017163,0.3699082365812142,0.19476075579695074,0.058460089757765205,1.229689598083496,1.119718074798584,2.4595730304718018,1.830330729484558,-2.0997267106252737,-2.0231010109560565,9.360840597724977,8.722126763265704,-29.86045391823285,-58.74303285362221,-0.5103170523884525,-0.2346744199659997,-0.2622934443347456,-0.03256326167280887,-1.768977483902664,-8.370922619787125,0.6030020454629286,0.3345383952223592
51,D1_S1_M05,3,0.43915449998293643,0.47866698313751554,0.4819603509734763,0.3471766561637475,0.34195273316036207,1.1767102479934692,1.165034294128418,1.9443235397338867,1.8795186281204224,-1.0084648835065262,-0.8461207303043191,7.710036508970041,7.328076769549843,-35.574664749277204,-30.329370068641257,-0.11887009119114081,-0.03831154508708307,-0.06225809347956471,0.004535464908053839,-1.5010714323937433,-1.6143404094095903,0.6985458015378782,0.7856158049211595
52,D1_S1_M05,4,0.2727534488355528,0.11448936744059923,0.39596559108100576,0.22169730290934414,0.25802049655245374,1.1832176446914673,1.2386445999145508,1.6666884422302246,1.8621277809143066,-4.459635867560549,-2.5852612251496407,6.431903304315715,7.729592229425397,-23.4118721553588,-18.0520355767719,-1.3057580019805677,-0.09900181391520219,0.20125600719596184,0.23808750955610503,-9.5333088021261,-4.647285936279967,0.07323006103372073,0.9162098159019907
53,D1_S1_M05,5,0.40495770884908,0.38851601928662155,0.5664121288444437,0.1320213016433034,0.2685010541104834,1.0800291299819946,1.0958161354064941,0.9315581917762756,1.4036858081817627,-3.6158496414224817,-1.494532559411855,6.396571271503969,6.92288310683621,-20.327251879734,-23.996735536748794,-1.3142481527998084,-0.5163861756812946,-0.47571487266941875,-0.24389513918522587,-11.041436685985726,-5.295121093384267,0.3611460968254242,0.7196217425784799
54,D1_S1_M05,6,0.31064823717408874,0.3839809428060468,0.4200305216672908,0.2514995108890814,0.3067834021205767,1.1277371644973755,1.1451728343963623,1.7778937816619873,1.823662519454956,-2.2956129762187434,-2.209907107918023,7.201250754515145,7.067077889554718,-21.55184673213935,-22.775901451533596,-0.14642201691565257,-0.14333554236921545,0.11618924551332888,0.07743884730943182,-4.538037561567166,-3.7967273111389326,0.6537118917724428,0.764899052923978
55,D1_S1_M05,7,0.1724454094699128,0.29665611574520595,0.4028200094174666,0.13931238080134192,0.23698718295319585,1.0773354768753052,1.0695199966430664,1.118149995803833,1.4407472610473633,-2.692098782669672,-2.2903187213873024,6.251730286368365,6.327887822361032,-46.07682540970324,-18.969257980090923,-0.4351705579955728,-0.10349158262530211,-0.04823646475070532,0.20989090038427002,-8.144805306251667,-5.372276522498819,0.5604561261848489,0.889657345053535
56,D1_S1_M06,1,0.5033739677600669,0.5372071102128433,0.548522209750509,0.39834780018525895,0.4093247598640865,1.1083604097366333,1.1162903308868408,1.8127007484436035,1.854519248008728,-0.27982498053935156,-0.16306634610999424,6.404931035950612,5.687047849145651,-18.173553416219136,-17.932234335709577,0.057421312241005745,0.06811414673444179,0.12898424106126666,0.11997152546173567,-1.5396381631744507,-1.298864063246063,0.9022268925455394,0.4521293170967504
57,D1_S1_M06,2,0.46722378557034366,0.5233128726115112,0.5162237396458026,0.37814408204122835,0.36477742577817157,1.0844411849975586,1.1318633556365967,2.2325611114501953,1.6508976221084595,-0.5156587207936452,-0.27276505362884157,6.392014314389622,6.068647926885666,-17.508794301430278,-31.90810828767173,-0.29536588081340737,-0.11119723816992473,-0.23418098725684605,-0.06649374712711313,-0.9561803765247373,-0.9500148218576271,0.7753709028868262,0.39575353747069003
58,D1_S1_M06,3,0.3767103770116666,0.4977309173282079,0.4208081887487305,0.3676095668894566,0.28466510844343945,1.1534373760223389,1.1346036195755005,1.4736403226852417,1.7201714515686035,-0.20411011614272356,-0.08562605959703562,6.368713312907395,5.666202261462998,-24.077759806377834,-19.564424118090276,-0.023885161864854208,0.04478582257805845,0.043109784149309424,0.09348875133685874,-1.8636212399315633,-2.6440886136579813,0.8662862201860027,0.6207071979951724
59,D1_S1_M06,4,0.42660079169589166,0.45354340984821195,0.47332286099581133,0.30411301541906854,0.32617856724010225,1.117538332939148,1.1129356622695923,1.766210675239563,1.7472666501998901,-0.6540894898575562,-0.5522302593078395,6.611646654612484,6.169474382896553,-38.546410875842184,-28.85667198474312,-0.1271121935284581,-0.06442293762673543,-0.031870481239993524,0.012582951302069488,-2.7974330816761075,-3.02208860554316,0.8223686406849673,0.4325754050329064
60,D1_S1_M06,5,0.40548111182133934,0.6574870455338134,0.5877390167569777,0.434799586651474,0.33704958853749045,1.1291874647140503,1.0754351615905762,1.9519343376159668,1.7226576805114746,-0.6064440401583877,-0.47088415721927096,6.85891161348571,5.137375439238316,-20.29814022344429,-29.182644564666546,0.03038868456210088,-0.0159310892185385,0.0775576290290494,0.014677487612422331,-0.3134297748504566,-2.583058568693467,0.9891310597967279,0.6132878519841355
61,D1_S1_M06,6,0.4512282856287037,0.5274737435547684,0.5316075573495633,0.3711561912211569,0.36675746698144557,1.2492038011550903,1.225131869316101,1.935105323791504,1.960806131362915,-0.6875059645390729,-0.6015049761591447,6.811859801297561,6.705958609081071,-8.009371498131582,-8.186973196150287,0.4823500346387428,0.39777031586067213,0.5867872147554987,0.46470381578352826,-1.3194217086301798,-1.745833650570545,0.9264230161350612,0.64070145593534
