global_index,file_name,chunk_index,MBSTOI,STOI (L),STOI (R),ESTOI (L),ESTOI (R),PESQ (L),PESQ (R),PESQ-NB (L),PESQ-NB (R),SegSNR (L),SegSNR (R),fwSegSNR (L),fwSegSNR (R),SI-SDR (L),SI-SDR (R),SDR (L),SDR (R),ISR (L),ISR (R),SAR (L),SAR (R),HASPI (L),HASPI (R)
3067,D2_S1_M00,1,0.6378163008309355,0.7058443909761436,0.7073206805165335,0.48169738194243567,0.48582751559545284,1.0755975246429443,1.0767390727996826,1.6926883459091187,1.6575202941894531,-5.534221599066601,-5.430113338632665,6.103588962616377,6.085601505359825,-4.693455099055921,-4.560759016995707,-1.4993450404310558,-1.309434754305252,2.8607113730866116,2.8937550115793194,-0.2453518192679849,-0.05387869614787581,0.9944610355829729,0.9898633132615146
3068,D2_S1_M00,2,0.7033181564392761,0.7689003416786389,0.7713147163265152,0.5817628943748304,0.587988759680756,1.1216918230056763,1.1129714250564575,1.9008466005325317,1.7860257625579834,-2.61482825388586,-2.682948382080767,6.73214657141904,6.6124032053170225,-0.35428486790870717,-0.5447089667894321,1.4083074570307743,1.2933194857022026,4.03825400537367,4.098960605393644,4.7362156081750175,4.321415585050064,0.9721865905258722,0.9590772775078754
3069,D2_S1_M00,3,0.7332812275673338,0.8320098545191256,0.8304452032925472,0.46143743901506024,0.47033847286527575,1.1054060459136963,1.1041570901870728,1.8303568363189697,1.6893564462661743,-8.12916098943548,-7.876447699465914,5.013224796055288,5.356223349909714,-4.807421654497631,-4.396817734074547,-2.100016192920954,-1.4583113706447215,2.4244177030888587,3.2080915132889927,-0.21436014811818616,-0.3341367638989635,0.997949827242468,0.9999642555133124
3070,D2_S1_M00,4,0.5484829924506912,0.6632236566939733,0.6601490050305138,0.2829509515632423,0.3014513355523486,1.0910533666610718,1.0926913022994995,2.090742826461792,2.1425118446350098,-6.57155270738977,-6.158989819904644,6.496606999878849,6.688853893129758,-4.532020910428145,-4.1609554731563945,-1.7813155587994445,-1.1227574142789278,3.542196253337023,3.5501963194318584,-0.9397037416557669,-0.32057975675163286,0.9999019963376314,0.9998744740052232
3071,D2_S1_M00,5,0.6022322879030315,0.7244473820784374,0.7054460749401691,0.501105777579476,0.4907955446170723,1.0511778593063354,1.0532996654510498,1.867190957069397,1.9019008874893188,-5.911621159417454,-5.805998779427368,4.852459247401073,5.5522854103294605,-4.710193892284842,-5.038611446057281,-1.9075970642001092,-1.8006193651453968,2.846986286502657,2.6339183506008492,-0.47255173286678553,-0.4658421077863694,0.9970084952164124,0.9961363504861006
3072,D2_S1_M00,6,0.6888938828092209,0.7517212387921125,0.7546299718169891,0.47056840367866576,0.4741216449797899,1.1155861616134644,1.1111618280410767,1.7106761932373047,1.7182576656341553,-4.604809202229041,-4.312089710112803,4.8971312386071775,4.601187328728278,-2.3416542624487873,-1.8416451729902032,0.06580800584062274,0.636994471114164,3.1833239241070914,3.639127784550835,2.6971354763198874,3.0205850216759353,0.9993977832977516,0.9998996006800677
3073,D2_S1_M00,7,0.684043273414234,0.7544584718605553,0.7566829494778053,0.4467168380833935,0.45398268332272756,1.1041285991668701,1.1007031202316284,1.8307368755340576,1.845654010772705,-5.597299793607086,-5.599764171391824,4.477956147929192,4.343603337581579,-2.336152078373101,-2.1890528836887695,-0.2747385395986697,-0.18166883628756697,3.5285091567746014,3.3784478140475285,1.9823799198281211,2.3722194344024357,0.996164815555244,0.9997420139288855
3074,D2_S1_M00,8,0.6494638597158162,0.7219890515572415,0.7218631190464698,0.4488398796452065,0.4491145481740202,1.1095541715621948,1.10504150390625,1.4251573085784912,1.4281461238861084,-5.755231875211944,-5.662832789541204,4.768798312674612,4.687756361622403,-4.1253286750544405,-3.936314971393404,-1.930453201121355,-1.4588068595226122,3.595540374833645,3.9802919248210396,-0.6709230479979831,-0.6287771839737789,0.9998261199711206,0.9998364299064626
3075,D2_S1_M01,1,0.7995906039901121,0.8445661887505915,0.8473577169556621,0.5755791604681587,0.5787262502092022,1.1671671867370605,1.1402311325073242,1.8927927017211914,1.8924967050552368,-5.247048152822028,-5.468163052602228,6.374279162448854,6.329504851262968,-2.6097056754418118,-3.0403951281639867,0.22202678135049436,-0.11300264330359572,2.968666927785706,2.6561997947483986,2.9063963238262276,2.6732920988263613,0.9650955578793876,0.9931423963755655
3076,D2_S1_M01,2,0.6578003349870866,0.7356541526980316,0.7437943387113468,0.4331898224198036,0.4411559874049253,1.0568214654922485,1.0625306367874146,1.4936907291412354,1.4919506311416626,-4.981278296790872,-4.7491951486521415,4.69930508571495,4.732331089458629,-2.6900650821582364,-2.648022116306084,-0.3831792089774175,-0.09448147947225041,3.1765136913672025,3.4323189721972067,1.997066479148669,1.9180198384778533,0.9982918625822679,0.9622160762429255
